year,department_code,department_name,geo_code,lat,lon,ps_tavg_c,ps_tmin_c,ps_tmax_c,ps_prcp_mm,ps_et0_mm,ps_ndvi_modis_med,ps_ndvi_s2_med,ps_ndvi_copernicus_med,ps_ndvi_fused,ndvi_source,s2_scene_count_ps,ps_s2_cloud_med,modis_coverage,s2_coverage,fused_coverage,clay_g_kg,sand_g_kg,silt_g_kg,phh2o,soc_dg_kg,yield_t_ha,yield_source,n_missing_features,has_yield,spring_prcp_mm,spring_tavg_c,gdd_sum,summer_prcp_mm,summer_tavg_c,gdd_mar_jul,drought_spring_flag
2014,53,Mayenne,FR_53,48.151,-0.6675,11.665197184912149,7.588085503729036,16.1349527383722,420.8,0.0,,,,,none,,,0,0,0,200.0,185.0,615.0,60.0,617.0,7.698,agreste_saa,6,1,335.2,10.89963423534852,60.95892869870426,213.1,18.49462338593974,69.68814947792504,0
2015,53,Mayenne,FR_53,48.151,-0.6675,11.700217005894272,7.9035963761934145,15.716762201659506,369.9,0.0,,,,,none,,,0,0,0,200.0,185.0,615.0,60.0,617.0,7.999,agreste_saa,6,1,242.1,11.21999967358663,63.115005577005576,153.10000000000002,18.694079365079364,71.04815775091862,0
2016,53,Mayenne,FR_53,48.151,-0.6675,10.423894048988885,6.428483907934899,14.979396654182802,275.6,0.0,,,,,none,,,0,0,0,200.0,185.0,615.0,60.0,617.0,6.199,agreste_saa,6,1,410.7,9.902152134023645,58.710440122558765,195.1,17.95394716750649,65.61435073708391,0
2017,53,Mayenne,FR_53,48.151,-0.6675,10.548492911871966,6.829748325511686,14.714001264631946,511.9,0.0,,,,,none,,,0,0,0,200.0,185.0,615.0,60.0,617.0,7.6,agreste_saa,6,1,331.1,11.828691662743973,64.6067410678848,111.4,19.658420471520422,74.80291593127278,0
2018,53,Mayenne,FR_53,48.151,-0.6675,11.311518282988873,7.066367117669367,15.827928732503372,467.2000000000001,0.0,,0.3550693221334056,,0.3550693221334056,s2,17.0,3.553306,0,1,1,200.0,185.0,615.0,60.0,617.0,6.399,agreste_saa,2,1,381.9,11.763224597718514,68.62357405380021,291.2,20.336075813382443,75.96182541992043,0
2019,53,Mayenne,FR_53,48.151,-0.6675,11.221091795116267,7.736873562610696,14.976074807393504,778.0999999999999,0.0,,0.5956057692114459,,0.5956057692114459,s2,14.0,17.9236695,0,1,1,200.0,185.0,615.0,60.0,617.0,8.03,agreste_saa,2,1,227.7,11.11826449717754,64.15809986258093,151.1,20.056598240469206,73.46798997247103,0
2020,53,Mayenne,FR_53,48.151,-0.6675,11.47999838415888,7.448900947679037,15.755114592829344,571.2,0.0,,0.3651843223265671,,0.3651843223265671,s2,14.0,19.57684875,0,1,1,200.0,185.0,615.0,60.0,617.0,6.096,agreste_saa,2,1,228.3,12.626007420463942,65.21123365300785,180.2,17.93644265232975,73.75090756605132,0
2021,53,Mayenne,FR_53,48.151,-0.6675,10.852885304659498,6.553387096774194,15.421070788530466,917.6,0.0,,0.4855360170221862,,0.4855360170221862,s2,12.0,20.63104975,0,1,1,200.0,185.0,615.0,60.0,617.0,7.298999999999999,agreste_saa,2,1,433.9,9.888602150537634,58.8279211469534,660.8,18.53159498207885,66.72899641577061,0
2022,53,Mayenne,FR_53,48.151,-0.6675,11.88831093189964,8.25355734767025,16.097898745519714,951.7,0.0,,0.3603238875333528,,0.3603238875333528,s2,14.0,17.980836250000003,0,1,1,200.0,185.0,615.0,60.0,617.0,7.499,agreste_saa,2,1,418.7,12.344217443249702,68.06385304659499,278.90000000000003,20.356729390681004,77.7461111111111,0
2023,53,Mayenne,FR_53,48.151,-0.6675,12.978741039426524,9.130197132616487,17.304556451612903,1121.4,0.0,,0.2611269698353275,,0.2611269698353275,s2,16.0,0.0620875,0,1,1,200.0,185.0,615.0,60.0,617.0,7.798999999999999,agreste_saa,2,1,685.3000000000001,11.716111111111111,65.91826164874551,389.9,20.015340501792117,75.17901433691756,0
2024,53,Mayenne,FR_53,48.151,-0.6675,11.136164874551971,8.016527777777778,14.5931541218638,1133.5,0.0,,0.3618320610687022,,0.3618320610687022,s2,1.0,5.529935,0,1,1,200.0,185.0,615.0,60.0,617.0,5.9990000000000006,agreste_saa,2,1,950.2,11.598602150537635,61.78888888888889,464.7000000000001,18.049498207885307,70.89480286738352,0
2010,54,Meurthe-et-Moselle,FR_54,48.672,6.111,7.301184858698471,3.837256462294381,11.200592367098096,617.5,0.0,0.47865,,0.47865,0.47865,modis,,,1,0,1,398.0,135.0,467.0,59.0,928.0,6.8,agreste_saa,3,1,215.7,9.329004940014114,60.98948690935653,258.5,19.38456937799043,66.7561535760232,0
2011,54,Meurthe-et-Moselle,FR_54,48.672,6.111,10.198945130683851,6.281255559255353,14.60355044780001,459.7000000000001,0.0,0.58225,,0.58225,0.58225,modis,,,1,0,1,398.0,135.0,467.0,59.0,928.0,6.399,agreste_saa,3,1,98.1,12.227772521812255,63.38660760872682,331.7,17.223073593073593,71.12946475158395,1
2012,54,Meurthe-et-Moselle,FR_54,48.672,6.111,9.374593401929816,5.386187248622076,13.665206938057556,523.0,0.0,0.6757500000000001,,0.6757500000000001,0.6757500000000001,modis,,,1,0,1,398.0,135.0,467.0,59.0,928.0,5.4670000000000005,agreste_saa,3,1,388.3,10.967901712597024,59.01868226693081,284.0,17.49458533876342,67.89287581531791,0
2013,54,Meurthe-et-Moselle,FR_54,48.672,6.111,9.448720680246922,5.993655758847575,13.291687272952178,608.7,0.0,0.674,,0.674,0.674,modis,,,1,0,1,398.0,135.0,467.0,59.0,928.0,6.773000000000001,agreste_saa,3,1,446.0,8.251919461136824,58.99567680977594,261.8,19.053516260162603,62.86279090373567,0
2014,54,Meurthe-et-Moselle,FR_54,48.672,6.111,10.18300355803726,6.211176374978466,14.286764771609224,461.3,0.0,0.6246,,0.6246,0.6246,modis,,,1,0,1,398.0,135.0,467.0,59.0,928.0,6.573,agreste_saa,3,1,135.0,10.967082111436952,62.06239652160704,249.5,18.659607351712616,70.22046103773607,0
2015,54,Meurthe-et-Moselle,FR_54,48.672,6.111,9.851720210392749,5.57674032511843,14.16046937039388,350.79999999999995,0.0,0.6593500000000001,,,0.6593500000000001,modis,,,1,0,1,398.0,135.0,467.0,59.0,928.0,7.287999999999999,agreste_saa,4,1,261.1,10.354255610882587,64.3763915173522,106.0,19.977457503642544,71.01768183993285,0
2016,54,Meurthe-et-Moselle,FR_54,48.672,6.111,8.774137068741627,4.545361735588355,13.48369336681237,271.7,0.0,0.657,,,0.657,modis,,,1,0,1,398.0,135.0,467.0,59.0,928.0,4.582,agreste_saa,4,1,441.4,8.979586404586405,57.46071390746733,257.0,17.932730593607303,62.80422040097382,0
2017,54,Meurthe-et-Moselle,FR_54,48.672,6.111,8.618487878372825,4.824893486052672,12.788669826433502,558.5999999999999,0.0,0.59245,,,0.59245,modis,,,1,0,1,398.0,135.0,467.0,59.0,928.0,5.8,agreste_saa,4,1,221.2,11.06048251771936,63.871055255800265,251.8,19.813310344827585,72.80806824281325,0
2018,54,Meurthe-et-Moselle,FR_54,48.672,6.111,10.277823620609452,6.014197449416105,14.952920171335238,300.5,0.0,0.50605,0.4427556403934357,,0.4427556403934357,s2,73.0,15.654401,1,1,1,398.0,135.0,467.0,59.0,928.0,6.5,agreste_saa,1,1,345.4,11.271009747991778,70.28486326361423,159.1,20.824878048780487,75.4627853415363,0
2019,54,Meurthe-et-Moselle,FR_54,48.672,6.111,10.021548331493625,6.450661463830388,13.864435394726677,505.4,0.0,0.57865,0.5979112271540471,,0.5979112271540471,s2,36.0,17.0094445,1,1,1,398.0,135.0,467.0,59.0,928.0,6.6,agreste_saa,1,1,341.1,10.0188318029882,63.51156914597427,120.1,20.758786868504835,71.57406914597428,0
2020,54,Meurthe-et-Moselle,FR_54,48.672,6.111,9.953622614550037,5.61989235744124,14.1360137861325,422.4,0.0,0.6152,0.4175924095285838,,0.4175924095285838,s2,67.0,18.249185,1,1,1,398.0,135.0,467.0,59.0,928.0,7.0,agreste_saa,1,1,253.8,11.433986805880217,64.1246306685367,147.20000000000002,18.45004480286738,71.2020500233754,0
2021,54,Meurthe-et-Moselle,FR_54,48.672,6.111,8.988225806451613,4.738709677419355,13.453086917562723,904.5,0.0,0.6295,0.6713374633737857,,0.6713374633737857,s2,50.0,3.49775975,1,1,1,398.0,135.0,467.0,59.0,928.0,6.4,agreste_saa,1,1,740.6,8.512771804062126,56.2281541218638,878.9,18.57932795698925,62.69697132616487,0
2022,54,Meurthe-et-Moselle,FR_54,48.672,6.111,10.58341845878136,6.917549283154122,14.53432347670251,1300.0,0.0,0.61585,0.3222094361334867,,0.3222094361334867,s2,52.0,5.10999,1,1,1,398.0,135.0,467.0,59.0,928.0,6.0,agreste_saa,1,1,547.8,11.2686854596532,67.92539201644041,333.2,20.89945276497696,75.60496190891352,0
2023,54,Meurthe-et-Moselle,FR_54,48.672,6.111,11.40378136200717,7.466039426523298,15.667150537634408,1553.7,0.0,0.56325,0.593026130565546,,0.593026130565546,s2,79.0,3.084614,1,1,1,398.0,135.0,467.0,59.0,928.0,6.0,agreste_saa,1,1,803.4,10.65148148148148,65.18817204301075,344.6,20.511218637992837,72.9768817204301,0
2024,54,Meurthe-et-Moselle,FR_54,48.672,6.111,9.58345613725836,6.217699057442898,13.278535103623682,1216.3,0.0,0.6756,0.3613332989552206,,0.3613332989552206,s2,37.0,16.356789499999998,1,1,1,398.0,135.0,467.0,59.0,928.0,5.4,agreste_saa,1,1,793.15,11.359074074074073,62.85340501792115,676.6999999999999,18.80502688172043,71.68727598566308,0
2010,55,Meuse,FR_55,49.032,5.387499999999999,7.44439149892757,4.012707004496767,11.273939429492469,286.90000000000003,0.0,0.2428499999999999,,0.2428499999999999,0.2428499999999999,modis,,,1,0,1,285.0,161.0,554.0,68.0,461.0,7.195,agreste_saa,3,1,93.9,9.506491605682308,61.42341013243463,111.7,19.41196765769385,67.34341013243463,1
2011,55,Meuse,FR_55,49.032,5.387499999999999,10.426358294571385,6.5022203634334295,14.78566445536076,199.4,0.0,0.48745,,0.48745,0.48745,modis,,,1,0,1,285.0,161.0,554.0,68.0,461.0,6.7,agreste_saa,3,1,60.49999999999999,12.38834254151189,63.717370275262425,185.3,17.252794701986755,71.67061702850917,1
2012,55,Meuse,FR_55,49.032,5.387499999999999,9.513266689541265,5.649802679809085,13.710696191422295,239.5,0.0,0.3294,,0.3294,0.3294,modis,,,1,0,1,285.0,161.0,554.0,68.0,461.0,5.955,agreste_saa,3,1,153.2,11.055940530400449,59.20404944585026,125.5,17.51219287469288,68.19220734058709,0
2013,55,Meuse,FR_55,49.032,5.387499999999999,9.57325640024528,6.039428496571852,13.3275471583985,273.3,0.0,0.3081,,0.3081,0.3081,modis,,,1,0,1,285.0,161.0,554.0,68.0,461.0,7.370999999999999,agreste_saa,3,1,220.6,8.389967280011327,59.28588263339896,121.0,19.12040650406504,63.41071484816406,0
2014,55,Meuse,FR_55,49.032,5.387499999999999,10.522191251893153,6.466799743635593,14.559404813298018,205.8,0.0,0.3631999999999999,,0.3631999999999999,0.3631999999999999,modis,,,1,0,1,285.0,161.0,554.0,68.0,461.0,7.45,agreste_saa,3,1,62.2,10.928494031221303,62.00214225724861,107.1,18.67485900741218,70.13520010848828,1
2015,55,Meuse,FR_55,49.032,5.387499999999999,10.234186424305312,5.895213412017787,14.544060127733662,147.3,0.0,0.38675,,,0.38675,modis,,,1,0,1,285.0,161.0,554.0,68.0,461.0,8.176,agreste_saa,4,1,132.5,10.656194573224932,65.35938841813203,46.0,20.172418478260862,72.31342067619653,0
2016,55,Meuse,FR_55,49.032,5.387499999999999,9.19146505376344,4.778245967741936,13.927600806451611,128.9,0.0,0.2544,,,0.2544,modis,,,1,0,1,285.0,161.0,554.0,68.0,461.0,4.86,agreste_saa,4,1,185.5,9.355380862022228,58.72013943893843,99.9,18.17780487804878,64.42175234216424,0
2017,55,Meuse,FR_55,49.032,5.387499999999999,8.923048124836088,5.051414076842382,13.047602609493838,227.8,0.0,0.4639999999999999,,,0.4639999999999999,modis,,,1,0,1,285.0,161.0,554.0,68.0,461.0,6.2,agreste_saa,4,1,100.9,11.363651761517616,64.87594852800633,127.2,20.024610442864955,74.14017617028276,1
2018,55,Meuse,FR_55,49.032,5.387499999999999,10.48072362685266,6.2527131524284485,15.177740875846585,125.1,0.0,0.305,0.4104397797435772,,0.4104397797435772,s2,19.0,10.554752,1,1,1,285.0,161.0,554.0,68.0,461.0,7.0,agreste_saa,1,1,148.1,11.577213261648746,71.19620669056152,65.5,21.04800925925926,76.82765830346476,0
2019,55,Meuse,FR_55,49.032,5.387499999999999,10.279217267552182,6.846210809281268,14.090063808715335,210.0,0.0,0.4292,0.3064562000281181,,0.3064562000281181,s2,11.0,24.45486,1,1,1,285.0,161.0,554.0,68.0,461.0,7.3,agreste_saa,1,1,158.9,10.252379928315412,64.41952688172043,68.0,20.941193548387098,72.63952688172043,0
2020,55,Meuse,FR_55,49.032,5.387499999999999,10.249834101382488,5.95248051948052,14.417445887445886,191.7,0.0,0.30495,0.2685654059554672,,0.2685654059554672,s2,14.0,6.0246475,1,1,1,285.0,161.0,554.0,68.0,461.0,7.1,agreste_saa,1,1,141.9,11.794795326537262,65.09847200111716,87.2,18.568655913978496,72.52169780756878,0
2021,55,Meuse,FR_55,49.032,5.387499999999999,9.250623655913978,4.997037634408602,13.74805376344086,437.6,0.0,0.4660499999999999,0.3302662218176975,,0.3302662218176975,s2,15.0,8.8012235,1,1,1,285.0,161.0,554.0,68.0,461.0,6.9,agreste_saa,1,1,357.9,8.795906810035843,56.97152688172043,426.3,18.685451612903226,63.75862365591398,0
2022,55,Meuse,FR_55,49.032,5.387499999999999,10.870596774193547,7.220032258064516,14.88828494623656,1049.8,0.0,0.5608500000000001,0.4680077806161763,,0.4680077806161763,s2,16.0,11.82543475,1,1,1,285.0,161.0,554.0,68.0,461.0,6.5,agreste_saa,1,1,271.3,11.60860019550342,68.74548735602873,267.8,21.019198223468912,76.86419703344808,0
2023,55,Meuse,FR_55,49.032,5.387499999999999,11.671655913978494,7.845865591397849,15.833870967741936,1236.3,0.0,0.4724,0.2427640324005366,,0.2427640324005366,s2,17.0,13.8444925,1,1,1,285.0,161.0,554.0,68.0,461.0,6.5,agreste_saa,1,1,669.6,10.893648745519714,65.960688172043,302.6,20.64632258064516,73.97359139784948,0
2024,55,Meuse,FR_55,49.032,5.387499999999999,9.890145161290322,6.529581517000872,13.576199790719492,991.9,0.0,0.52675,0.3997312730937185,,0.3997312730937185,s2,6.0,17.3960565,1,1,1,285.0,161.0,554.0,68.0,461.0,5.5,agreste_saa,1,1,952.3,11.563770609318995,63.37602150537634,553.2,18.897516129032255,72.4863440860215,0
2010,56,Morbihan,FR_56,47.796,-2.765,10.624146702560886,7.617747044618359,13.719754734136515,354.3,0.0,0.45885,,0.45885,0.45885,modis,,,1,0,1,194.0,272.0,534.0,58.0,627.0,6.698,agreste_saa,3,1,108.0,10.8898342551718,61.259766267407386,34.1,18.04382456140351,68.75715188832243,1
2011,56,Morbihan,FR_56,47.796,-2.765,13.777916187951098,11.093200303388198,16.544372901408515,273.8,0.0,0.72635,,0.72635,0.72635,modis,,,1,0,1,194.0,272.0,534.0,58.0,627.0,6.999,agreste_saa,3,1,33.7,12.699084554879628,61.54818125606732,87.5,16.47875326939843,71.05476020343575,1
2012,56,Morbihan,FR_56,47.796,-2.765,12.150040534021796,9.361955856713395,15.046213591844062,346.0,0.0,0.67805,,0.67805,0.67805,modis,,,1,0,1,194.0,272.0,534.0,58.0,627.0,6.9,agreste_saa,3,1,170.5,11.54555646423343,57.253054391388986,124.9,16.737869918699186,68.11240923009866,0
2013,56,Morbihan,FR_56,47.796,-2.765,12.566324147642002,9.551616122934618,15.648922938115318,259.8,0.0,0.7323500000000001,,0.7323500000000001,0.7323500000000001,modis,,,1,0,1,194.0,272.0,534.0,58.0,627.0,7.498,agreste_saa,3,1,158.6,9.21945760548172,56.61403587013962,61.6,17.860590147536882,63.37955311151892,0
2014,56,Morbihan,FR_56,47.796,-2.765,13.197012128188687,10.194918582029915,16.748410138538414,276.0,0.0,0.7374499999999999,,0.7374499999999999,0.7374499999999999,modis,,,1,0,1,194.0,272.0,534.0,58.0,627.0,7.598000000000001,agreste_saa,3,1,79.7,11.387873698583377,61.23326479076479,89.80000000000001,18.167886363636363,70.49939382302286,1
2015,56,Morbihan,FR_56,47.796,-2.765,13.158657587862594,10.096121434416611,16.18334931479921,207.8,0.0,0.7994000000000001,,,0.7994000000000001,modis,,,1,0,1,194.0,272.0,534.0,58.0,627.0,7.897,agreste_saa,4,1,119.3,11.382508941766552,59.88619349196632,54.3,17.234039215686273,68.61560525667221,0
2016,56,Morbihan,FR_56,47.796,-2.765,11.76399916130836,8.63547370970298,15.269605701346157,147.3,0.0,0.6213500000000001,,,0.6213500000000001,modis,,,1,0,1,194.0,272.0,534.0,58.0,627.0,6.799,agreste_saa,4,1,134.1,10.629319647322015,58.64469795458741,54.400000000000006,17.378696303696305,66.64535154935865,0
2017,56,Morbihan,FR_56,47.796,-2.765,11.80159939544808,8.857663379311072,14.80527481112949,203.5,0.0,0.6805000000000001,,,0.6805000000000001,modis,,,1,0,1,194.0,272.0,534.0,58.0,627.0,7.708,agreste_saa,4,1,142.8,12.099129530727057,62.54739298103348,63.9,18.306292517006803,72.90997362619477,0
2018,56,Morbihan,FR_56,47.796,-2.765,12.297289001448132,9.122513555851173,15.807764593419684,209.4,0.0,0.69665,0.4876973610540853,,0.4876973610540853,s2,61.0,13.432335,1,1,1,194.0,272.0,534.0,58.0,627.0,6.9,agreste_saa,1,1,135.5,11.494827683720873,65.51269599719848,109.2,19.409830157228456,73.30414336561952,0
2019,56,Morbihan,FR_56,47.796,-2.765,12.300259448661652,9.60394421131062,15.01021481930891,398.8,0.0,0.5109,0.2877116679653181,,0.2877116679653181,s2,49.0,21.419426,1,1,1,194.0,272.0,534.0,58.0,627.0,7.879,agreste_saa,1,1,136.4,11.318669992259396,60.278661889834304,78.0,18.122915360501565,70.20184069778132,0
2020,56,Morbihan,FR_56,47.796,-2.765,12.48537634408602,8.947684521181065,15.582653887504115,262.6,0.0,0.7025000000000001,0.369255064699501,,0.369255064699501,s2,61.0,10.48225225,1,1,1,194.0,272.0,534.0,58.0,627.0,6.779999999999999,agreste_saa,1,1,106.8,12.532275228248382,61.99623745482231,51.6,16.857088435374152,71.31100255549345,1
2021,56,Morbihan,FR_56,47.796,-2.765,12.199413082437276,8.915058243727598,15.484283154121863,992.1,0.0,0.6724000000000001,0.3996670410160328,,0.3996670410160328,s2,60.0,15.2362575,1,1,1,194.0,272.0,534.0,58.0,627.0,7.431999999999999,agreste_saa,1,1,433.8,10.619504181600954,58.31333333333333,602.9,17.73708781362007,67.332688172043,0
2022,56,Morbihan,FR_56,47.796,-2.765,13.014305555555556,10.324968637992832,15.789260752688172,1621.3,0.0,0.7252000000000001,0.2150139017608897,,0.2150139017608897,s2,75.0,13.017476,1,1,1,194.0,272.0,534.0,58.0,627.0,7.459,agreste_saa,1,1,412.4,12.339336917562724,65.51240143369175,330.5,19.310367383512546,75.63874551971325,0
2023,56,Morbihan,FR_56,47.796,-2.765,14.10342741935484,11.167777777777776,17.12703853046595,1617.6,0.0,0.6891,0.1469305914203511,,0.1469305914203511,s2,82.0,21.2577195,1,1,1,194.0,272.0,534.0,58.0,627.0,7.18,agreste_saa,1,1,1013.9,12.064749103942653,63.98905017921147,377.1,18.79874551971326,73.79173835125448,0
2024,56,Morbihan,FR_56,47.796,-2.765,12.287042129017935,9.595030190239868,15.098947851431724,923.4,0.0,0.71875,0.1300654295636619,,0.1300654295636619,s2,29.0,19.793833,1,1,1,194.0,272.0,534.0,58.0,627.0,6.523000000000001,agreste_saa,1,1,1281.6,11.988572281959378,60.1823835125448,512.5,17.12983870967742,70.22539426523298,0
2010,57,Moselle,FR_57,49.053,6.572,6.657644569521275,3.5500018652188063,10.095470369568456,1407.7,0.0,0.6352500000000001,,0.6352500000000001,0.6352500000000001,modis,,,1,0,1,293.0,163.0,545.0,66.0,645.0,7.101000000000001,agreste_saa,3,1,756.9,9.116717078780908,60.28095365322409,521.8,19.219734541774017,65.78962031989076,0
2011,57,Moselle,FR_57,49.053,6.572,9.453313381893247,5.829360525309103,13.421029078357671,730.8,0.0,0.6846000000000001,,0.6846000000000001,0.6846000000000001,modis,,,1,0,1,293.0,163.0,545.0,66.0,645.0,6.199,agreste_saa,3,1,253.2,11.912522348497973,62.06286630537383,633.4,16.831359307359307,69.40028566021253,0
