year,department_code,department_name,geo_code,lat,lon,ps_tavg_c,ps_tmin_c,ps_tmax_c,ps_prcp_mm,ps_et0_mm,ps_ndvi_modis_med,ps_ndvi_s2_med,ps_ndvi_copernicus_med,ps_ndvi_fused,ndvi_source,s2_scene_count_ps,ps_s2_cloud_med,modis_coverage,s2_coverage,fused_coverage,clay_g_kg,sand_g_kg,silt_g_kg,phh2o,soc_dg_kg,yield_t_ha,yield_source,n_missing_features,has_yield,spring_prcp_mm,spring_tavg_c,gdd_sum,summer_prcp_mm,summer_tavg_c,gdd_mar_jul,drought_spring_flag
2011,29,Finistère,FR_29,48.356,-4.146,12.817352150537634,10.007298288719342,15.853474058480638,391.0,0.0,0.7163,,0.7163,0.7163,modis,,,1,0,1,237.0,221.0,542.0,59.0,520.0,5.101,agreste_saa,3,1,61.1,11.473798540817349,55.99459096504824,151.1,15.04705518763797,64.51550599772798,1
2012,29,Finistère,FR_29,48.356,-4.146,11.171584160617144,8.393772232597435,13.973046567030426,462.0,0.0,0.7239500000000001,,0.7239500000000001,0.7239500000000001,modis,,,1,0,1,237.0,221.0,542.0,59.0,520.0,5.9,agreste_saa,3,1,284.20000000000005,10.505297052154196,52.21775911137402,203.1,15.280933977455716,62.07775911137402,0
2013,29,Finistère,FR_29,48.356,-4.146,12.230419961109494,9.394070217636392,15.002997469712849,343.9,0.0,0.72685,,0.72685,0.72685,modis,,,1,0,1,237.0,221.0,542.0,59.0,520.0,7.397,agreste_saa,3,1,229.3,8.746129753914989,51.26277635851916,87.5,15.806193548387096,57.85077635851916,0
2014,29,Finistère,FR_29,48.356,-4.146,12.535310145809795,9.644585156552084,15.890061055699809,304.40000000000003,0.0,0.7402,,0.7402,0.7402,modis,,,1,0,1,237.0,221.0,542.0,59.0,520.0,7.398000000000001,agreste_saa,3,1,186.2,10.570277006005789,56.6126155098051,60.8,16.762182568474515,65.23519615496639,0
2015,29,Finistère,FR_29,48.356,-4.146,12.754797668662398,9.563217766037113,15.636572862476529,195.0,0.0,0.7293000000000001,,,0.7293000000000001,modis,,,1,0,1,237.0,221.0,542.0,59.0,520.0,7.398000000000001,agreste_saa,4,1,182.8,10.678696939447326,55.41605343656361,79.6,15.938325679971742,63.91274217828546,0
2016,29,Finistère,FR_29,48.356,-4.146,11.52068817204301,8.400889660078956,14.918754492192988,236.5,0.0,0.7334,,,0.7334,modis,,,1,0,1,237.0,221.0,542.0,59.0,520.0,6.797,agreste_saa,4,1,192.7,9.950672742462215,54.513314515185485,78.39999999999999,16.17801656495205,62.20805135729074,0
2017,29,Finistère,FR_29,48.356,-4.146,11.466660384083545,8.539075702703142,14.233360063256962,291.8,0.0,0.74715,,,0.74715,modis,,,1,0,1,237.0,221.0,542.0,59.0,520.0,7.456999999999999,agreste_saa,4,1,121.6,11.48046932691205,57.68688596491228,108.1,16.673065789473686,67.78753955968352,0
2018,29,Finistère,FR_29,48.356,-4.146,11.686377688172044,8.589759230871767,15.113491791077935,377.0,0.0,0.6194500000000001,0.8065999290294348,,0.8065999290294348,s2,29.0,15.5105655,1,1,1,237.0,221.0,542.0,59.0,520.0,7.127,agreste_saa,1,1,186.1,10.492375366568917,59.90277126099707,65.89999999999999,17.824112903225807,67.12535190615836,0
2019,29,Finistère,FR_29,48.356,-4.146,11.4727402145371,8.750850853939971,14.20128624720507,508.5,0.0,0.59675,0.6967922986903599,,0.6967922986903599,s2,25.0,19.434866,1,1,1,237.0,221.0,542.0,59.0,520.0,7.552,agreste_saa,1,1,189.7,10.706456306366343,56.10105984487925,114.4,16.70100806451613,65.5213850481313,0
2020,29,Finistère,FR_29,48.356,-4.146,11.636979477274782,7.838293602506146,14.833974177323784,513.0999999999999,0.0,0.70065,0.7507118102547168,,0.7507118102547168,s2,26.0,17.23567575,1,1,1,237.0,221.0,542.0,59.0,520.0,6.952,agreste_saa,1,1,163.29999999999998,11.668028233151183,57.72011810329632,101.5,15.555147849462363,66.11438039837829,0
2021,29,Finistère,FR_29,48.356,-4.146,12.05271505376344,8.866075268817204,15.10829301075269,1224.7,0.0,0.7351500000000001,0.8481550566506697,,0.8481550566506697,s2,33.0,19.622328,1,1,1,237.0,221.0,542.0,59.0,520.0,6.99,agreste_saa,1,1,519.3,9.755937873357228,52.861272401433695,491.3,16.18839605734767,61.64460573476703,0
2022,29,Finistère,FR_29,48.356,-4.146,12.40551523297491,9.73576164874552,15.243875448028676,858.6,0.0,0.7175500000000001,0.5697384466499253,,0.5697384466499253,s2,36.0,11.9888475,1,1,1,237.0,221.0,542.0,59.0,520.0,6.961,agreste_saa,1,1,417.3,11.288983499628662,58.52693257773903,268.7,17.150958781362007,68.16886806161,0
2023,29,Finistère,FR_29,48.356,-4.146,13.32448476702509,10.577916666666669,16.229941756272403,1560.3,0.0,0.77785,0.5684592215253451,,0.5684592215253451,s2,31.0,21.2130645,1,1,1,237.0,221.0,542.0,59.0,520.0,6.970000000000001,agreste_saa,1,1,1071.9,11.227622461170848,58.77186379928315,368.6,17.301218637992832,68.28530465949821,0
2024,29,Finistère,FR_29,48.356,-4.146,12.087997344607688,9.437222024432662,14.957674024791508,1251.5,0.0,0.7230500000000001,0.1455497382198953,,0.1455497382198953,s2,13.0,27.056235,1,1,1,237.0,221.0,542.0,59.0,520.0,6.45,agreste_saa,1,1,1423.5,11.30236559139785,56.13456989247312,434.9,15.814274193548384,65.53564516129032,0
2010,2A,Corse-du-Sud,FR_2A,41.8975,8.947,14.94601806520796,11.464633191152071,18.79556825379504,393.8,0.0,0.6968000000000001,,0.6968000000000001,0.6968000000000001,modis,,,1,0,1,196.0,419.0,386.0,65.0,1025.0,3.0,eurostat_apro_cpshr_subnational,3,1,172.6,13.97568637606375,77.33242124647857,74.69999999999999,23.11781263809103,88.16268440437331,0
2011,2A,Corse-du-Sud,FR_2A,41.8975,8.947,16.726654396266955,12.884082268856448,20.961940599043544,211.2,0.0,0.72735,,0.72735,0.72735,modis,,,1,0,1,196.0,419.0,386.0,65.0,1025.0,3.0,eurostat_apro_cpshr_subnational,3,1,90.4,14.559155371304977,77.43154177926878,84.2,22.33986678004535,88.35719967400563,1
2012,2A,Corse-du-Sud,FR_2A,41.8975,8.947,16.11581820184169,12.541806106586586,20.136892076817364,462.0,0.0,0.6656,,0.6656,0.6656,modis,,,1,0,1,196.0,419.0,386.0,65.0,1025.0,3.142857142857143,eurostat_apro_cpshr_subnational,3,1,336.7,14.510957600319305,78.26941205091998,6.9,23.51307481978623,90.55902244053036,0
2013,2A,Corse-du-Sud,FR_2A,41.8975,8.947,16.18675309144756,12.524267007590351,20.4147119078105,380.2,0.0,0.72545,,0.72545,0.72545,modis,,,1,0,1,196.0,419.0,386.0,65.0,1025.0,3.5,eurostat_apro_cpshr_subnational,3,1,271.9,14.197618088676911,75.62555182072829,6.1,22.38661904761905,87.36609236126883,0
2014,2A,Corse-du-Sud,FR_2A,41.8975,8.947,17.22253364531342,13.271933679445148,21.653112656333672,241.6,0.0,0.71765,,0.71765,0.71765,modis,,,1,0,1,196.0,419.0,386.0,65.0,1025.0,3.4615384615384617,eurostat_apro_cpshr_subnational,3,1,143.9,14.305273220399272,76.29250204828288,70.9,22.388341193542537,87.69250204828289,0
2015,2A,Corse-du-Sud,FR_2A,41.8975,8.947,16.14596471300924,12.173032120150989,20.49129591689118,225.7,0.0,0.7017,,,0.7017,modis,,,1,0,1,196.0,419.0,386.0,65.0,1025.0,3.2727272727272725,eurostat_apro_cpshr_subnational,4,1,100.0,14.585402323735297,81.5466846373391,23.9,24.6694323814537,93.09507173411328,1
2016,2A,Corse-du-Sud,FR_2A,41.8975,8.947,16.410738839388223,12.074106319119872,20.956932399096942,320.6,0.0,0.7805500000000001,,,0.7805500000000001,modis,,,1,0,1,196.0,419.0,386.0,65.0,1025.0,2.875,eurostat_apro_cpshr_subnational,4,1,80.8,14.675480041243189,77.93564579748843,33.6,22.753602836879438,89.53364579748843,1
2017,2A,Corse-du-Sud,FR_2A,41.8975,8.947,15.296789016999575,10.97720979205054,19.872437483548303,243.2,0.0,0.7279,,,0.7279,modis,,,1,0,1,196.0,419.0,386.0,65.0,1025.0,3.571428571428571,eurostat_apro_cpshr_subnational,4,1,57.9,15.363876730620564,81.91316745548795,31.200000000000003,24.36141379310345,94.8144577780686,1
2018,2A,Corse-du-Sud,FR_2A,41.8975,8.947,16.816197644649257,12.99881032125769,21.11814177489177,275.40000000000003,0.0,0.7882500000000001,0.8867726497448414,,0.8867726497448414,s2,53.0,11.29362475,1,1,1,196.0,419.0,386.0,65.0,1025.0,3.666666666666667,eurostat_apro_cpshr_subnational,1,1,321.7,15.047683812845102,80.80497567124911,77.4,23.603865342163356,92.350782122862,0
2019,2A,Corse-du-Sud,FR_2A,41.8975,8.947,17.367840401839306,13.87875533934504,21.253537810473027,459.4,0.0,0.7720500000000001,0.8291641655632047,,0.8291641655632047,s2,45.0,7.2894305,1,1,1,196.0,419.0,386.0,65.0,1025.0,3.909090909090909,eurostat_apro_cpshr_subnational,1,1,143.8,14.002104308390022,78.6622269036647,56.39999999999999,24.547290322580647,91.10089357033137,0
2020,2A,Corse-du-Sud,FR_2A,41.8975,8.947,15.873872488006931,11.714247362852202,20.203622764332444,349.5,0.0,0.82175,0.885938210265727,,0.885938210265727,s2,43.0,11.171636,1,1,1,196.0,419.0,386.0,65.0,1025.0,3.571428571428571,eurostat_apro_cpshr_subnational,1,1,144.8,14.96239618606309,79.72428315412186,66.3,23.231254480286736,91.34969751876277,0
2021,2A,Corse-du-Sud,FR_2A,41.8975,8.947,16.425425627240145,12.79850806451613,20.584153225806453,652.55,0.0,0.76805,0.8449879794197686,,0.8449879794197686,s2,35.0,5.308786250000001,1,1,1,196.0,419.0,386.0,65.0,1025.0,,,2,0,485.3,13.73536439665472,77.98899641577061,102.8,24.05354838709677,89.31318996415771,0
2022,2A,Corse-du-Sud,FR_2A,41.8975,8.947,17.845362903225805,14.26491935483871,22.00250896057348,1256.8,0.0,0.69315,0.5510619693678955,,0.5510619693678955,s2,75.0,20.3413965,1,1,1,196.0,419.0,386.0,65.0,1025.0,,,2,0,491.2,14.623128451031675,84.74164341761116,14.3,25.80548387096774,95.48035309503052,0
2023,2A,Corse-du-Sud,FR_2A,41.8975,8.947,17.99227598566308,14.252701612903223,22.156487455197134,790.4,0.0,0.7764500000000001,0.5452873071550532,,0.5452873071550532,s2,63.0,5.797231,1,1,1,196.0,419.0,386.0,65.0,1025.0,4.166666666666667,eurostat_apro_cpshr_subnational,1,1,535.8,15.184910394265232,81.76008960573476,199.8,24.70939964157706,94.97353046594982,0
2024,2A,Corse-du-Sud,FR_2A,41.8975,8.947,16.718382616487453,13.16947386903032,20.886046934030805,1010.3,0.0,0.7585500000000001,0.4256921385656343,,0.4256921385656343,s2,41.0,19.518475,1,1,1,196.0,419.0,386.0,65.0,1025.0,4.333333333333334,eurostat_apro_cpshr_subnational,1,1,730.1,15.615238948626043,81.9118817204301,141.89999999999998,24.1118458781362,95.06940860215052,0
2010,2B,Haute-Corse,FR_2B,42.4215,9.3455,14.81036228324212,11.519379117277564,18.509918478260868,241.1,0.0,0.74575,,0.74575,0.74575,modis,,,1,0,1,313.0,313.0,374.0,66.0,705.0,3.0,pik_france_county_1900_2018,3,1,284.6,14.0028954077297,78.08432582274416,49.6,23.356852057842048,88.7223903388732,0
2011,2B,Haute-Corse,FR_2B,42.4215,9.3455,16.653896898109704,13.16634851003366,20.681914448890968,243.7,0.0,0.6839500000000001,,0.6839500000000001,0.6839500000000001,modis,,,1,0,1,313.0,313.0,374.0,66.0,705.0,3.0,pik_france_county_1900_2018,3,1,183.0,14.681495599973411,78.30968460988137,38.3,22.50233574708584,89.04915829409191,0
2012,2B,Haute-Corse,FR_2B,42.4215,9.3455,16.043441385003884,12.805642712520118,20.00289278078213,250.7,0.0,0.7615000000000001,,0.7615000000000001,0.7615000000000001,modis,,,1,0,1,313.0,313.0,374.0,66.0,705.0,3.5,pik_france_county_1900_2018,3,1,181.3,14.646009155595364,79.04167973001582,4.6,23.857345612134345,91.65271869105476,0
2013,2B,Haute-Corse,FR_2B,42.4215,9.3455,16.37447427601255,13.20241365540863,20.30457122186323,177.4,0.0,0.7358,,0.7358,0.7358,modis,,,1,0,1,313.0,313.0,374.0,66.0,705.0,3.5,pik_france_county_1900_2018,3,1,288.1,14.236073237511397,76.62953182915395,6.5,22.726763440860218,88.16174659425462,0
2014,2B,Haute-Corse,FR_2B,42.4215,9.3455,17.39006467162067,14.138627228711004,21.39139450675498,138.5,0.0,0.7200500000000001,,0.7200500000000001,0.7200500000000001,modis,,,1,0,1,313.0,313.0,374.0,66.0,705.0,3.5,pik_france_county_1900_2018,3,1,84.7,14.630881312251129,77.69622009569377,54.2,22.72,89.33264393675339,1
2015,2B,Haute-Corse,FR_2B,42.4215,9.3455,16.27198847926267,12.967985019517124,20.18812353677956,254.0,0.0,0.76985,,,0.76985,modis,,,1,0,1,313.0,313.0,374.0,66.0,705.0,3.5,pik_france_county_1900_2018,4,1,222.7,15.072298477303889,83.30465811469739,16.0,25.070655534941253,95.35820650179416,0
2016,2B,Haute-Corse,FR_2B,42.4215,9.3455,16.473464295958536,12.780952213242855,20.68937427574312,305.5,0.0,0.76895,,,0.76895,modis,,,1,0,1,313.0,313.0,374.0,66.0,705.0,3.0,pik_france_county_1900_2018,4,1,95.9,14.95857110185982,79.67048327381735,7.2,23.305937615697893,91.48758853697524,1
2017,2B,Haute-Corse,FR_2B,42.4215,9.3455,15.486039450259916,11.953874964847389,19.60916525205231,94.1,0.0,0.6573500000000001,,,0.6573500000000001,modis,,,1,0,1,313.0,313.0,374.0,66.0,705.0,3.5,pik_france_county_1900_2018,4,1,55.2,15.65073511842013,83.37401707349606,20.6,24.82155102040816,96.5953073960767,1
2018,2B,Haute-Corse,FR_2B,42.4215,9.3455,16.795639360498022,13.351985049414148,20.870348445720992,487.3,0.0,0.7746000000000001,0.5888508694693401,,0.5888508694693401,s2,103.0,7.47844225,1,1,1,313.0,313.0,374.0,66.0,705.0,3.5,pik_france_county_1900_2018,1,1,252.9,15.075594303981402,81.85710292903457,43.3,23.97645033112583,93.17968357419586,0
2019,2B,Haute-Corse,FR_2B,42.4215,9.3455,17.294507218130686,14.157640512767776,20.871834715058696,297.8,0.0,0.7718,0.8213712386459089,,0.8213712386459089,s2,91.0,7.615017499999999,1,1,1,313.0,313.0,374.0,66.0,705.0,3.909090909090909,eurostat_apro_cpshr_subnational,1,1,136.6,14.23920187493342,79.3722094679514,38.5,24.726295210166175,92.1701960451326,0
2020,2B,Haute-Corse,FR_2B,42.4215,9.3455,16.09807821594606,12.78897301641652,19.902782010310258,130.8,0.0,0.7576,0.8059613006295293,,0.8059613006295293,s2,89.0,11.6030805,1,1,1,313.0,313.0,374.0,66.0,705.0,3.571428571428571,eurostat_apro_cpshr_subnational,1,1,179.39999999999998,15.093975524452183,80.4231859740102,92.0,23.377892270159226,92.037711113675,0
2021,2B,Haute-Corse,FR_2B,42.4215,9.3455,16.58995071684588,13.522562724014335,20.23410394265233,606.8,0.0,0.6553,0.7221947315892654,,0.7221947315892654,s2,74.0,4.57114325,1,1,1,313.0,313.0,374.0,66.0,705.0,,,2,0,434.5,14.047622461170846,78.83935483870967,93.4,24.2068458781362,90.55655913978494,0
2022,2B,Haute-Corse,FR_2B,42.4215,9.3455,17.802580645161292,14.680779569892472,21.505851254480287,900.1,0.0,0.7534000000000001,0.3986601986363852,,0.3986601986363852,s2,126.0,16.397279249999997,1,1,1,313.0,313.0,374.0,66.0,705.0,,,2,0,566.8,14.809831282895798,85.7529884723433,34.0,26.098844086021508,96.6271820207304,0
2023,2B,Haute-Corse,FR_2B,42.4215,9.3455,18.09122311827957,14.738225806451611,21.909605734767027,519.3,0.0,0.76095,0.4114956700772847,,0.4114956700772847,s2,123.0,6.755386000000001,1,1,1,313.0,313.0,374.0,66.0,705.0,4.166666666666667,eurostat_apro_cpshr_subnational,1,1,641.8,15.321851851851854,82.24810035842295,226.1,24.87191756272401,95.70939068100358,0
2024,2B,Haute-Corse,FR_2B,42.4215,9.3455,16.734198028673838,13.5593521747554,20.57498450062966,1277.0,0.0,0.7823500000000001,0.2782362543638249,,0.2782362543638249,s2,84.0,15.394648,1,1,1,313.0,313.0,374.0,66.0,705.0,4.333333333333334,eurostat_apro_cpshr_subnational,1,1,834.4000000000001,15.451672640382318,81.35555555555555,154.4,24.046505376344086,94.44802867383513,0
2010,30,Gard,FR_30,44.019,4.198,10.179453254986203,6.422023501429558,14.417861589204517,1164.0,0.0,0.5485,,0.5485,0.5485,modis,,,1,0,1,278.0,290.0,432.0,75.0,460.0,3.798,agreste_saa,3,1,602.0,11.05046212879546,68.7151928379993,194.0,21.23190322580645,75.61519283799929,0
2011,30,Gard,FR_30,44.019,4.198,13.058335525014783,9.095250524648646,17.768279498006102,744.0999999999999,0.0,0.5341,,0.5341,0.5341,modis,,,1,0,1,278.0,290.0,432.0,75.0,460.0,3.572,agreste_saa,3,1,377.2,13.473293358480715,70.58171151679062,265.9,19.463810457516335,79.34750099047483,0
2012,30,Gard,FR_30,44.019,4.198,11.730359592081838,7.904598073726256,15.89427205684432,1019.9,0.0,0.56355,,0.56355,0.56355,modis,,,1,0,1,278.0,290.0,432.0,75.0,460.0,3.686,agreste_saa,3,1,460.0,12.49686471962334,68.18755785615355,198.6,20.82672860188852,79.14405136264705,0
2013,30,Gard,FR_30,44.019,4.198,11.96464748403511,8.22573948889049,16.180946758214905,809.2,0.0,0.49345,,0.49345,0.49345,modis,,,1,0,1,278.0,290.0,432.0,75.0,460.0,4.58,agreste_saa,3,1,634.9,10.260199764914995,65.2166234085255,140.5,20.860727288678333,72.50205387210165,0
2014,30,Gard,FR_30,44.019,4.198,12.750086618982442,8.938174282661782,16.906769235942964,1143.5,0.0,0.5630999999999999,,0.5630999999999999,0.5630999999999999,modis,,,1,0,1,278.0,290.0,432.0,75.0,460.0,3.1,agreste_saa,3,1,438.1,12.477814332295184,69.08120999976606,315.5,20.51113840340104,78.45571980368763,0
2015,30,Gard,FR_30,44.019,4.198,12.361589136314088,8.167133994176108,16.846113981948807,731.0999999999999,0.0,0.6074,,,0.6074,modis,,,1,0,1,278.0,290.0,432.0,75.0,460.0,4.2,agreste_saa,4,1,402.8,12.623262632851672,74.41509814386527,156.8,22.900432900432904,83.67065369942082,0
2016,30,Gard,FR_30,44.019,4.198,12.23033383849318,7.879729520800949,17.00270683544877,1328.0,0.0,0.55,,,0.55,modis,,,1,0,1,278.0,290.0,432.0,75.0,460.0,4.8,agreste_saa,4,1,687.8,11.06962962962963,67.76832240235345,170.7,21.118278848235548,75.44544658535999,0
2017,30,Gard,FR_30,44.019,4.198,11.03980560826481,6.529403457526395,15.978110414365748,506.6,0.0,0.3791,,,0.3791,modis,,,1,0,1,278.0,290.0,432.0,75.0,460.0,4.9,agreste_saa,4,1,474.4,13.033092824226465,72.82483655086902,128.2,22.25890807135288,83.61709461538516,0
2018,30,Gard,FR_30,44.019,4.198,12.929013836468366,8.911280736698606,17.590222573878037,1024.0,0.0,0.59565,0.6051379638439581,,0.6051379638439581,s2,70.0,15.448209749999998,1,1,1,278.0,290.0,432.0,75.0,460.0,3.7,agreste_saa,1,1,1014.0,12.268028911263375,73.20320684243966,230.1,22.211248366013077,81.22658346581628,0
2019,30,Gard,FR_30,44.019,4.198,12.746111387746264,8.745933699456014,17.325876439384505,1440.3000000000002,0.0,0.5540499999999999,0.65821001136867,,0.65821001136867,s2,59.0,13.953812500000002,1,1,1,278.0,290.0,432.0,75.0,460.0,4.1,agreste_saa,1,1,449.7,11.729913978494622,70.35035386119257,103.3,22.54675757575757,80.28325708699901,0
2020,30,Gard,FR_30,44.019,4.198,11.630720430107528,7.197618630224895,16.197066122049993,758.7,0.0,0.5708500000000001,0.6615460553543345,,0.6615460553543345,s2,54.0,6.896574750000001,1,1,1,278.0,290.0,432.0,75.0,460.0,3.4,agreste_saa,1,1,274.3,12.935738140417456,72.69941434673737,150.1,21.559825452938576,81.92686532712952,0
2021,30,Gard,FR_30,44.019,4.198,11.74668010752688,7.509749103942653,16.301043906810037,1275.8,0.0,0.57265,0.5204460846859394,,0.5204460846859394,s2,68.0,6.0392765,1,1,1,278.0,290.0,432.0,75.0,460.0,4.087,agreste_saa,1,1,474.2000000000001,11.289725209080048,69.22508960573477,332.9,22.072311827956987,78.01379928315413,0
2022,30,Gard,FR_30,44.019,4.198,13.261810035842291,9.0309229390681,17.60611111111111,1339.85,0.0,0.6152500000000001,,,0.6152500000000001,modis,74.0,11.3108465,1,1,1,278.0,290.0,432.0,75.0,460.0,4.154999999999999,agreste_saa,2,1,475.2,13.036613064677582,79.72532306500048,188.2,24.58650537634409,88.28284994672092,0
2023,30,Gard,FR_30,44.019,4.198,13.502235663082438,9.188633512544802,18.495775089605736,1348.0,0.0,0.5888,,,0.5888,modis,115.0,0.82128,1,1,1,278.0,290.0,432.0,75.0,460.0,3.571,agreste_saa,2,1,691.0,12.847031063321388,74.30774193548388,480.4,22.765313620071684,84.07172043010752,0
2024,30,Gard,FR_30,44.019,4.198,12.22573842040576,8.425158284815543,16.889129387637453,1170.8,0.0,0.6023000000000001,0.4559327109166234,,0.4559327109166234,s2,63.0,14.42298675,1,1,1,278.0,290.0,432.0,75.0,460.0,4.888,agreste_saa,1,1,743.15,12.53664277180406,70.69236559139785,334.5,21.71863799283154,81.04720430107525,0
2010,31,Haute-Garonne,FR_31,43.3475,1.1145,10.762935349592158,6.360997644647433,15.976508824821796,497.5,0.0,0.38035,,0.38035,0.38035,modis,,,1,0,1,271.0,216.0,513.0,70.0,425.0,5.6,agreste_saa,3,1,467.5,11.742041086795384,68.05299567531901,260.7,20.39972653004708,76.02557632048031,0
2011,31,Haute-Garonne,FR_31,43.3475,1.1145,13.42330053673713,8.454383925437602,19.130864369247693,334.0,0.0,0.4576,,0.4576,0.4576,modis,,,1,0,1,271.0,216.0,513.0,70.0,425.0,4.8,agreste_saa,3,1,271.7,14.110711783504646,70.45988904255498,337.8,18.95071895128368,80.23357325308129,0
2012,31,Haute-Garonne,FR_31,43.3475,1.1145,12.3668817852222,7.914223712705485,17.544540279837648,480.0,0.0,0.36615,,0.36615,0.36615,modis,,,1,0,1,271.0,216.0,513.0,70.0,425.0,6.3,agreste_saa,3,1,329.8,12.32669659295275,67.56640173778365,166.8,20.398026109332832,77.77614199752391,0
2013,31,Haute-Garonne,FR_31,43.3475,1.1145,11.984699436763954,7.841319989534275,16.936844507033584,563.3,0.0,0.5249,,0.5249,0.5249,modis,,,1,0,1,271.0,216.0,513.0,70.0,425.0,5.2,agreste_saa,3,1,523.6,10.781137057940247,64.0267010956801,295.8,20.32735924664396,72.99812966710866,0
2014,31,Haute-Garonne,FR_31,43.3475,1.1145,13.469302868246777,8.70487526105869,19.1087152245824,428.8,0.0,0.4409,,0.4409,0.4409,modis,,,1,0,1,271.0,216.0,513.0,70.0,425.0,5.198,agreste_saa,3,1,466.6,12.287479693031642,67.72700469573604,355.8,20.238089259933464,77.33861759896186,0
2015,31,Haute-Garonne,FR_31,43.3475,1.1145,12.362221611473675,7.536489795918368,18.15892251667252,373.4,0.0,0.4357499999999999,,,0.4357499999999999,modis,,,1,0,1,271.0,216.0,513.0,70.0,425.0,5.698,agreste_saa,4,1,359.7,13.090191158900836,73.66802103531347,240.0,22.02587431693989,83.32232211058229,0
2016,31,Haute-Garonne,FR_31,43.3475,1.1145,12.36013171366388,7.60566669420161,18.19912691148469,322.0,0.0,0.4344,,,0.4344,modis,,,1,0,1,271.0,216.0,513.0,70.0,425.0,5.997,agreste_saa,4,1,456.2000000000001,11.739419566122058,66.84615637082399,212.9,20.11829666231587,75.45485202299791,0
2017,31,Haute-Garonne,FR_31,43.3475,1.1145,11.233179266207458,6.595154979665244,16.7513260703396,510.0,0.0,0.4286999999999999,,,0.4286999999999999,modis,,,1,0,1,271.0,216.0,513.0,70.0,425.0,5.894,agreste_saa,4,1,431.2,13.13120923848937,71.70405976723819,212.6,21.417648458317476,82.22892463210306,0
2018,31,Haute-Garonne,FR_31,43.3475,1.1145,13.084518785937789,8.55360006922507,18.307310283030528,433.9,0.0,0.61395,0.4512329482891818,,0.4512329482891818,s2,24.0,7.77990625,1,1,1,271.0,216.0,513.0,70.0,425.0,4.3,agreste_saa,1,1,617.1999999999999,12.469388209121249,71.6894218034953,343.20000000000005,21.480951168710945,80.37006696478564,0
2019,31,Haute-Garonne,FR_31,43.3475,1.1145,12.955615342667947,8.38298553810078,18.21665172128048,665.1999999999999,0.0,0.442,0.3156382062642631,,0.3156382062642631,s2,15.0,13.36507225,1,1,1,271.0,216.0,513.0,70.0,425.0,6.298,agreste_saa,1,1,391.1,11.904087166389424,69.29775882543325,183.5,21.851301294711437,79.41486408859114,0
2020,31,Haute-Garonne,FR_31,43.3475,1.1145,12.325114175490436,7.812051103658247,17.784457310673115,702.0,0.0,0.5245500000000001,0.3753326776883386,,0.3753326776883386,s2,21.0,15.3232845,1,1,1,271.0,216.0,513.0,70.0,425.0,4.352,agreste_saa,1,1,535.3,13.8824048778348,72.9105140489623,224.9,20.52862957350076,82.70447378050592,0
2021,31,Haute-Garonne,FR_31,43.3475,1.1145,11.985958781362006,7.552195340501792,17.319578853046597,856.2,0.0,0.6227,0.5065458207452165,,0.5065458207452165,s2,22.0,13.04837375,1,1,1,271.0,216.0,513.0,70.0,425.0,5.0,agreste_saa,1,1,398.3,11.710692951015533,66.55143369175627,529.2,20.50403225806452,76.14014336917563,0
2022,31,Haute-Garonne,FR_31,43.3475,1.1145,14.149381720430108,9.265071684587811,19.76535394265233,698.9,0.0,0.5642,0.265082597986114,,0.265082597986114,s2,34.0,16.06497525,1,1,1,271.0,216.0,513.0,70.0,425.0,4.4990000000000006,agreste_saa,1,1,642.6,13.53983289741354,76.61130872808292,300.1,23.121442652329748,86.86238399690012,0
2023,31,Haute-Garonne,FR_31,43.3475,1.1145,14.078028673835124,8.928413978494623,19.830035842293903,935.7,0.0,0.5442,0.3685259140249713,,0.3685259140249713,s2,29.0,3.12562675,1,1,1,271.0,216.0,513.0,70.0,425.0,5.598,agreste_saa,1,1,753.9,12.909432497013142,71.50370967741935,678.8,21.678566308243727,82.08543010752689,0
2024,31,Haute-Garonne,FR_31,43.3475,1.1145,12.592242235418404,8.553205823693752,17.277229687805846,1033.0,0.0,0.6447,0.4027347310847767,,0.4027347310847767,s2,9.0,7.0619225,1,1,1,271.0,216.0,513.0,70.0,425.0,5.497,agreste_saa,1,1,1205.4,12.708500597371566,69.28543010752688,463.1,21.02942652329749,80.18435483870968,0
2010,32,Gers,FR_32,43.657,0.497,10.62145733430845,6.253931209345584,15.857273453510068,522.6,0.0,0.59335,,0.59335,0.59335,modis,,,1,0,1,303.0,222.0,475.0,64.0,769.0,6.2,agreste_saa,3,1,413.8,11.746229708165194,67.90370545769281,259.7,20.34541139240506,75.9295119093057,0
2011,32,Gers,FR_32,43.657,0.497,13.479040044493882,8.552610103350833,19.174331755690783,473.9,0.0,0.5279,,0.5279,0.5279,modis,,,1,0,1,303.0,222.0,475.0,64.0,769.0,4.7,agreste_saa,3,1,251.9,14.157978486503234,70.64661457665741,287.7,18.952129032258064,80.37819352402583,0
2012,32,Gers,FR_32,43.657,0.497,12.366500353232071,7.966054560798021,17.516148643365394,372.4,0.0,0.58115,,0.58115,0.58115,modis,,,1,0,1,303.0,222.0,475.0,64.0,769.0,6.45,agreste_saa,3,1,363.5,12.28760065710872,66.96892997593005,194.0,20.131451099076138,77.12570416947844,0
